timestamp,course_enrolled,ccm_website,social_media,community_event,family_member_friend,current_ccm_student,ccm_alumni,high_school_teacher,high_school_counselor,in_app_advertisement,employer,billboard,television,radio,other_hear_about_ccm,affordable_cost,location_convenience,choice_of_programs,online_offerings,family_friend_referral,faculty_staff,college_reputation,financial_aid,scholarships,small_class_sizes,extra_curricular_opportunities,accepted_my_transfer_credits,negative_experience_at_another_college,nj_stars_program,ability_to_transfer_ccm_credits_to_a_4_year_school,get_college_credit_while_in_high_school,prior_to_applying_to_college_open_house,prior_to_applying_to_college_instant_decision_day,prior_to_applying_to_college_on_campus_information_session,prior_to_applying_to_college_titans_tuesday_virtual_information_session,prior_to_applying_to_college_women_who_dare,prior_to_applying_to_college_regional_college_fair,prior_to_applying_to_college_hs_sharetime_information_session,prior_to_applying_to_college_challenger_program,prior_to_applying_to_college_cybersecurity_information_protection_program_participation,prior_to_applying_to_college_information_session_at_my_high_school,prior_to_applying_to_college_campus_visit_with_my_high_school,prior_to_applying_to_college_campus_visit_individual,prior_to_applying_to_college_workforce_development_class,prior_to_applying_to_college_corporate_training,prior_to_applying_to_college_teen_arts_festival,prior_to_applying_to_college_summer_camp_at_ccm,middle_high_school_computing_class_impact,middle_high_school_computing_related_club_impact,computing_related_competitions_impact,afterschool_computing_related_camp_program_impact,summer_computing_related_camp_program_impact,an_ap_computing_class_impact,a_dual_enrollment_computing_class_impact,family_or_friend_influence_impact,family_or_friend_working_in_the_computing_field_impact,high_school_teacher_or_guidance_counselor_impact,employer_influence_impact,current_ccm_student_influence_impact,experience_at_work_impact,other_influence_impact,degree_program_currently_enrolled_in,to_get_a_job_in_the_computing_field_motivation,high_school_guidance_counselor_source,high_school_teacher_source,ccm_information_technologies_website_source,ccm_admissions_source,ccm_advisor_counselor_source,employer_source,ccm_workforce_development_source,nj_workforce_development_program_source,other_source,first_choice_or_changed_majors,interest_in_taking_more_computing_classes,explanation_for_interest_in_taking_more_computing_classes,gender,race_ethnicity,age
2020/09/24 12:16:45 PM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Mechanical Engineering Technology,,,,,,,,,,,,3.0,"My focus is largely with mechanical engineering, and I am taking this course to assist in my learning.",Man,White/Caucasian,25-34
2020/09/24 12:29:58 PM EST,Computing 239 Internet & Web Design,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,,,,,,,No Impact,Some Impact,Some Impact,Some Impact,,"Information Technology, Applied Associate of Science",IT Industry Certifications,Yes,Yes,No,Yes,Yes,No,No,No,Don't recall,First Choice,,,Man,White/Caucasian,19-20
2020/09/24 12:32:56 PM EST,Computing 130 Intro to IT,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,,,,,,,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
2020/09/24 12:34:43 PM EST,Computing 130 Intro to IT,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;IT Industry Certifications,Yes,Yes,Yes,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
2020/09/24 12:43:05 PM EST,Computing 130 Intro to IT,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;IT Industry Certifications,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,First Choice,,,Man,Asian,21-24
2020/09/24 1:03:07 PM EST,Computing 130 Intro to IT,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,,,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,,High Impact,,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,,Some Impact,,,Some Impact,,Some Impact,,,,,Undecided,,,,,,,,,,,,4.0,It's what I want to do in the future.,Man,White/Caucasian,19-20
2020/09/24 1:03:44 PM EST,Computing 130 Intro to IT,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;Financial,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,Asian,19-20
2020/09/24 1:06:24 PM EST,Computing 130 Intro to IT,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field,Yes,No,Yes,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
2020/09/24 1:07:54 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,21-24
2020/09/24 1:13:30 PM EST,Computing 130 Intro to IT,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,,,,Some Impact,Some Impact,No Impact,No Impact,High Impact,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;Personal Enrichment,No,No,No,Yes,Yes,No,No,No,No,Hospitality & Biology ,,,Man,Black,35-64
2020/09/24 1:15:45 PM EST,Computing 130 Intro to IT,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Some Impact,,Some Impact,,,,,High Impact,High Impact,,,,Some Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Woman,Hispanic/Latino,25-34
2020/09/24 1:23:11 PM EST,Computing 130 Intro to IT,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program;Career Advancement;Professional Development;Personal Enrichment,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,White/Caucasian,35-64
2020/09/24 1:28:06 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,,No Impact,,,,,No Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,,,,,,,High Impact,,,High Impact,,"Information Technology, Applied Associate of Science",Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications,No,No,Yes,Yes,Yes,No,No,Yes,Don't recall,First Choice,,,Man,White/Caucasian,35-64
2020/09/24 1:28:49 PM EST,Computing 120 Foundations of Information Security,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,,High Impact,,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;IT Industry Certifications,Yes,No,Yes,Yes,Yes,No,No,No,Don't recall,First Choice,,,Man,Asian,19-20
2020/09/24 1:30:00 PM EST,Computing 130 Intro to IT,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Challenger Program,"Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);IT Industry Certifications;Financial",Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino;White/Caucasian,18 and younger
2020/09/24 1:31:23 PM EST,Computing 130 Intro to IT,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;Financial;Personal Enrichment,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,Hispanic/Latino;White/Caucasian,18 and younger
2020/09/24 1:59:10 PM EST,Computing 130 Intro to IT,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,High Impact,High Impact,High Impact,No Impact,High Impact,,High Impact,High Impact,High Impact,High Impact,,,,,,,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,High Impact,High Impact,,,,,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change;IT Industry Certifications,No,No,Yes,Yes,No,No,No,No,No,Radiography,,,Woman,White/Caucasian,19-20
2020/09/24 2:03:06 PM EST,Computing 130 Intro to IT,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change,No,No,Yes,No,No,No,No,No,No,First Choice,,,Woman,White/Caucasian,35-64
2020/09/24 2:05:07 PM EST,Computing 130 Intro to IT,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,,Some Impact,,,High Impact,,,,,,,Some Impact,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No Impact,Some Impact,No Impact,,,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;To keep current in tech industry;Personal Enrichment,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,Choose not to reply,19-20
2020/09/24 2:28:18 PM EST,Computing 128 Computer Science I,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,Not Sure,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Business Administration,,,,,,,,,,,,1.0,I just don't find the class that interesting and it has little to do with the career I wish to have in the future. ,Woman,White/Caucasian,19-20
2020/09/24 2:45:24 PM EST,Computing 130 Intro to IT,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program;Family,No,No,No,No,No,No,No,No,Yes,Arch.,,,Man,Black,25-34
2020/09/24 2:50:41 PM EST,Computing 120 Foundations of Information Security,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,High Impact,No Impact,Yes,No,No,Yes,No,Not Sure,No,No,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,High Impact,,,High Impact,,High Impact,High Impact,High Impact,No Impact,,,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Financial,Yes,Yes,No,Don't recall,Don't recall,No,Don't recall,Don't recall,Don't recall,First Choice,,,Prefer not to say,Choose not to reply,18 and younger
2020/09/24 3:19:18 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change;Professional Development;IT Industry Certifications;Financial,No,No,Yes,No,No,No,No,No,No,Engineering Science,,,Man,White/Caucasian,25-34
2020/09/24 3:19:26 PM EST,Computing 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,No,No,No,No,No,No,No,No,No,MES,,,Man,White/Caucasian,19-20
2020/09/24 3:23:47 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Change;Personal Enrichment,No,No,Yes,No,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,25-34
2020/09/24 3:33:29 PM EST,Computing 128 Computer Science I,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,,High Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,,Some Impact,High Impact,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Engineering Science: Biomedical Equipment Option,,,,,,,,,,,,5.0,These types of classes are what will help me become successful in my chosen career.,Woman,White/Caucasian,21-24
2020/09/24 3:48:30 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,Mechanical Engineering,,,,,,,,,,,,5.0,"In my career, I need to use a lot of tools involving computers",Man,Hispanic/Latino;White/Caucasian,21-24
2020/09/24 3:58:59 PM EST,Computing 128 Computer Science I,Don't recall,Yes,Don't recall,Yes,Yes,Don't recall,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,,Some Impact,,,Some Impact,No Impact,,,,High Impact,Some Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Some Impact,,,,,,,Some Impact,High Impact,Some Impact,,Some Impact,Some Impact,,Information Security Certificate of Achievement,To get a job in the computing field;Transfer to bachelor's level program;Career Change;Professional Development;Financial;Personal Enrichment,No,No,Don't recall,Yes,Yes,No,No,No,Don't recall,"I am currently a business major, as well as a Cybersecurity major.",,,Man,White/Caucasian,19-20
2020/09/24 4:01:19 PM EST,Computing 128 Computer Science I,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,First Choice,,,Woman,Hispanic/Latino,25-34
2020/09/24 4:19:14 PM EST,Computing 130 Intro to IT,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,,,,High Impact,,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,,,,,,,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;Financial,Don't recall,Don't recall,Yes,Yes,Yes,No,No,No,No,First Choice,,,Woman,Asian,18 and younger
2020/09/24 5:01:22 PM EST,Computing 130 Intro to IT,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;Job Displacement;To keep current in tech industry;IT Industry Certifications;Personal Enrichment,No,No,Yes,Yes,Yes,Yes,No,Yes,No,First Choice,,,Man,White/Caucasian,25-34
2020/09/24 5:01:41 PM EST,Computing 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,,,,,High Impact,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,Some Impact,No Impact,Some Impact,Nursing,,,,,,,,,,,,1.0,Not within my interests,Woman,Asian;White/Caucasian;Multi-Racial,18 and younger
2020/09/24 5:26:35 PM EST,Computing 130 Intro to IT,No,No,No,Yes,Yes,No,Don't recall,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,,,High Impact,,,,,Some Impact,,,,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Personal Enrichment,No,No,No,No,Yes,No,No,No,No,Electronical Engineering ,,,Man,Hispanic/Latino,21-24
2020/09/24 5:34:53 PM EST,Computing 130 Intro to IT,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Information Security Certificate of Achievement,To get a job in the computing field;IT Industry Certifications,No,No,No,No,No,No,No,No,No,"no, engineering science",,,Man,Hispanic/Latino,21-24
2020/09/24 5:52:54 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;IT Industry Certifications,No,No,Yes,Yes,No,No,No,No,No,First Choice,,,Woman,Black,19-20
2020/09/24 6:38:53 PM EST,Computing 120 Foundations of Information Security,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,19-20
2020/09/24 6:52:46 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Career Advancement;Professional Development;To keep current in tech industry,No,No,No,No,No,No,No,No,No,First Choice,,,Woman,White/Caucasian,18 and younger
